customer_id,name,email,segment,signup_date,monthly_usage_hours,monthly_ai_assist_calls,churned
8018b9f7b4e9,Jordan Lee,jordan.lee@sample.dev,smb,2023-04-05,4.3,20,1
1d43db2e1c3d,Rowan Davis,rowan.davis@demo.org,self-serve,2023-03-16,4.3,20,0
ef9e8eb57d35,Riley Lee,riley.lee@example.com,self-serve,2023-12-07,1.6,25,0
054c07c781de,Jordan Lee,jordan.lee@sample.dev,enterprise,2024-09-10,19.4,70,0
889c5abc9afa,Casey Martin,casey.martin@sample.dev,self-serve,2024-01-03,2.3,13,0
dbe7d97fd6a9,Jordan Lee,jordan.lee@demo.org,smb,2023-11-24,9.7,20,0
a111dc7c673b,Riley Kim,riley.kim@example.com,self-serve,2024-07-20,5.4,0,0
98a7cf4599b6,Riley Lopez,riley.lopez@demo.org,self-serve,2024-08-06,4.2,0,0
bd5a3dc3f387,Morgan Brown,morgan.brown@example.com,smb,2024-05-15,10.8,22,0
c237daec6f39,Morgan Kim,morgan.kim@demo.org,self-serve,2024-07-13,0,6,0
2c76a2caf34a,Avery Chen,avery.chen@sample.dev,self-serve,2023-03-18,5.8,0,0
b66b20f152f5,Taylor Garcia,taylor.garcia@demo.org,self-serve,2023-06-04,5.4,5,0
b2001bc46ca4,Rowan Lee,rowan.lee@demo.org,smb,2023-01-17,10.5,25,1
bc1e4b8dbdda,Casey Chen,casey.chen@example.com,enterprise,2023-01-18,16.9,79,0
e41a93969a3d,Jordan Patel,jordan.patel@sample.dev,smb,2023-09-04,8.9,36,0
442bd184b7c7,Alex Patel,alex.patel@sample.dev,self-serve,2024-02-20,1.6,6,0
dbc757c6a555,Jordan Nguyen,jordan.nguyen@demo.org,self-serve,2024-01-24,1.4,12,0
65b5f4772be5,Taylor Patel,taylor.patel@example.com,self-serve,2024-03-20,1.9,0,0
8a7c9b32b7d8,Quinn Nguyen,quinn.nguyen@sample.dev,self-serve,2024-08-03,2.4,5,1
19c8448e51c5,Quinn Davis,quinn.davis@demo.org,smb,2023-07-03,9.6,21,0
c502195c16f9,Taylor Martin,taylor.martin@sample.dev,enterprise,2023-11-03,20.8,86,0
0fdcb6bec609,Quinn Lopez,quinn.lopez@demo.org,self-serve,2023-05-24,3.8,0,1
a74b9715c60c,Morgan Nguyen,morgan.nguyen@demo.org,self-serve,2023-08-26,4.0,0,0
802857faf320,Alex Lopez,alex.lopez@demo.org,self-serve,2023-10-07,3.5,0,0
258d84025a73,Alex Martin,alex.martin@example.com,self-serve,2024-08-22,2.5,1,0
ffee233bac55,Jordan Patel,jordan.patel@sample.dev,self-serve,2024-01-25,2.3,0,0
00530a10215c,Morgan Patel,morgan.patel@example.com,self-serve,2023-11-12,0,10,1
f1a1812250d1,Taylor Martin,taylor.martin@demo.org,self-serve,2024-07-22,2.1,4,1
d7523cf340e2,Jordan Davis,jordan.davis@example.com,smb,2023-11-29,8.2,23,0
891507184ad7,Quinn Garcia,quinn.garcia@sample.dev,smb,2023-06-23,7.5,19,0
6b7777a34a7b,Jamie Kim,jamie.kim@sample.dev,self-serve,2024-03-21,2.7,13,0
c77ec920947d,Casey Garcia,casey.garcia@sample.dev,smb,2024-05-22,6.9,21,0
2dc25c699420,Avery Martin,avery.martin@sample.dev,self-serve,2024-09-27,0.1,18,0
27a4042e8216,Rowan Kim,rowan.kim@sample.dev,self-serve,2024-09-09,4.3,2,0
a5fe43e3cbe7,Morgan Brown,morgan.brown@sample.dev,smb,2024-05-17,11.4,21,0
4a640ef913c9,Alex Lopez,alex.lopez@demo.org,self-serve,2024-07-31,5.1,37,1
8b3e331159f7,Avery Lee,avery.lee@sample.dev,enterprise,2023-08-03,18.5,83,0
7048c1a36c63,Jamie Kim,jamie.kim@sample.dev,smb,2023-09-05,8.0,30,0
f8629d3eed9c,Jordan Lee,jordan.lee@demo.org,enterprise,2024-05-05,17.9,73,0
37b38c967fab,Alex Chen,alex.chen@example.com,self-serve,2024-01-04,1.9,0,0
815078375c67,Jordan Garcia,jordan.garcia@demo.org,smb,2023-12-30,9.4,36,0
8cce0480cc90,Alex Lopez,alex.lopez@demo.org,enterprise,2024-03-16,20.7,82,0
50930a36aa7f,Quinn Chen,quinn.chen@demo.org,smb,2024-08-12,8.4,34,0
3e4a612ed4cd,Rowan Chen,rowan.chen@example.com,self-serve,2023-01-26,1.3,5,0
e4321fd4f625,Jordan Kim,jordan.kim@sample.dev,self-serve,2023-12-18,1.7,6,0
3dbb0227ebc4,Jordan Lee,jordan.lee@example.com,smb,2024-04-08,7.3,32,0
4535ed7104f5,Avery Lopez,avery.lopez@demo.org,smb,2023-06-18,11.0,17,0
82e9c5ad6cc5,Taylor Lopez,taylor.lopez@demo.org,smb,2024-04-18,8.2,35,0
adb798f882a8,Alex Martin,alex.martin@example.com,self-serve,2024-09-20,4.6,0,0
8ac63423217a,Riley Garcia,riley.garcia@sample.dev,self-serve,2023-03-06,0,0,0
f98b3310058b,Morgan Garcia,morgan.garcia@sample.dev,self-serve,2023-09-26,1.9,0,0
449f7bdc361d,Rowan Martin,rowan.martin@example.com,smb,2024-08-24,9.4,31,0
d655011e4ec1,Casey Davis,casey.davis@sample.dev,smb,2023-05-18,7.4,31,0
cafc7dd2fd68,Taylor Chen,taylor.chen@demo.org,self-serve,2024-09-02,4.3,12,0
adcca57a06fe,Quinn Kim,quinn.kim@demo.org,smb,2024-05-16,7.7,31,0
ea38d70ce3ba,Avery Lopez,avery.lopez@demo.org,enterprise,2024-05-11,22.4,93,0
0cce3b0a8569,Jamie Martin,jamie.martin@demo.org,smb,2024-03-01,7.5,14,0
68521c2fcf95,Avery Garcia,avery.garcia@demo.org,self-serve,2023-10-09,3.3,13,0
55a69da38a30,Jamie Chen,jamie.chen@sample.dev,smb,2024-08-09,10.6,36,0
318c19d06c6b,Quinn Nguyen,quinn.nguyen@demo.org,smb,2024-03-27,2.2,16,0
5bb9734c5c06,Riley Brown,riley.brown@sample.dev,enterprise,2023-02-03,18.2,82,0
3b682cfdb142,Jordan Garcia,jordan.garcia@sample.dev,self-serve,2024-08-25,1.5,0,0
ac5e7620e137,Taylor Davis,taylor.davis@demo.org,self-serve,2023-07-31,4.4,0,0
08b3b1eaa1cc,Casey Davis,casey.davis@demo.org,smb,2023-11-28,9.6,23,0
faa151c30429,Jordan Kim,jordan.kim@example.com,enterprise,2024-02-26,25.5,64,0
cbdd1b32feb5,Taylor Garcia,taylor.garcia@sample.dev,self-serve,2023-11-26,4.6,0,0
ee31bc7b5ac2,Taylor Davis,taylor.davis@example.com,smb,2024-02-29,7.4,27,0
76559669c062,Alex Chen,alex.chen@demo.org,smb,2024-01-13,5.8,28,0
58e01423de55,Jordan Lee,jordan.lee@sample.dev,smb,2024-01-02,10.1,10,0
e62989004bd3,Riley Lee,riley.lee@sample.dev,self-serve,2023-10-18,1.6,16,0
d9f8b9dcc19b,Morgan Nguyen,morgan.nguyen@sample.dev,self-serve,2024-04-15,7.6,7,1
5b6254c0478a,Avery Martin,avery.martin@sample.dev,self-serve,2023-05-16,4.3,0,0
8f7288b2d2de,Jordan Lopez,jordan.lopez@demo.org,self-serve,2024-01-16,1.5,0,1
e2cda659dde5,Casey Garcia,casey.garcia@example.com,self-serve,2023-04-04,3.0,4,0
b499ac7b772f,Rowan Garcia,rowan.garcia@sample.dev,smb,2024-03-31,11.1,25,0
decca554c50c,Taylor Lee,taylor.lee@sample.dev,self-serve,2024-01-28,6.1,14,1
3e3e773048e9,Casey Kim,casey.kim@demo.org,self-serve,2023-05-17,1.1,0,1
8ae89e8e92ae,Avery Davis,avery.davis@sample.dev,smb,2024-03-26,7.2,30,0
17f8daa956a8,Rowan Lee,rowan.lee@demo.org,enterprise,2023-03-30,20.9,76,0
34b46f7e1a3a,Alex Lopez,alex.lopez@example.com,enterprise,2023-11-19,20.4,72,0
25862b095a19,Quinn Davis,quinn.davis@demo.org,smb,2024-09-14,7.0,48,1
637f915fd153,Casey Garcia,casey.garcia@example.com,smb,2024-06-05,8.7,34,0
21e0ab3cdc1b,Jamie Martin,jamie.martin@example.com,self-serve,2024-05-26,2.5,2,0
702fc3b0742c,Morgan Lopez,morgan.lopez@sample.dev,self-serve,2024-08-05,0.8,10,1
0f07d7d2e60b,Jordan Nguyen,jordan.nguyen@sample.dev,smb,2023-01-15,8.0,27,1
e58d5f70b606,Quinn Brown,quinn.brown@demo.org,smb,2024-05-28,8.2,14,0
e6df25f3e54d,Quinn Chen,quinn.chen@example.com,smb,2023-10-12,8.7,27,0
96d2bd85bdda,Quinn Lopez,quinn.lopez@example.com,self-serve,2023-03-09,2.2,14,0
d66af01aa494,Avery Garcia,avery.garcia@demo.org,self-serve,2024-03-20,5.1,14,1
da84c626e84a,Taylor Patel,taylor.patel@demo.org,self-serve,2023-05-21,2.6,0,0
c4b03ca23755,Quinn Brown,quinn.brown@example.com,self-serve,2023-05-10,3.0,0,0
4288cbdba4c6,Avery Lopez,avery.lopez@demo.org,smb,2023-10-06,6.5,23,0
2c23205af6b8,Jordan Lee,jordan.lee@example.com,self-serve,2024-01-04,6.7,11,1
206e0b336ca4,Casey Patel,casey.patel@example.com,enterprise,2023-04-29,20.3,91,1
140ac960b6d5,Riley Nguyen,riley.nguyen@example.com,self-serve,2024-01-28,4.1,1,0
c46382b5f46d,Quinn Martin,quinn.martin@example.com,self-serve,2023-09-12,0.2,13,0
a6ae650c1149,Rowan Lopez,rowan.lopez@sample.dev,self-serve,2023-02-23,4.6,21,0
af892ce0c7f4,Jordan Lee,jordan.lee@example.com,enterprise,2023-11-15,18.8,91,1
305cd41ca45d,Casey Davis,casey.davis@example.com,smb,2024-09-29,8.1,34,0
6af86980ec4d,Quinn Garcia,quinn.garcia@demo.org,self-serve,2024-02-24,5.5,6,0
9e118d87fede,Avery Lopez,avery.lopez@demo.org,self-serve,2024-01-21,4.9,0,1
784a434b71cf,Riley Martin,riley.martin@example.com,self-serve,2023-03-03,4.1,4,0
05b6d93eb553,Riley Chen,riley.chen@demo.org,self-serve,2024-01-17,0,9,0
fced9ead963d,Taylor Martin,taylor.martin@sample.dev,self-serve,2024-08-04,5.7,10,1
dd1ae5dff400,Casey Lopez,casey.lopez@sample.dev,enterprise,2024-02-07,19.0,64,0
3ebd407a0600,Riley Patel,riley.patel@example.com,enterprise,2023-05-20,20.5,66,0
53f459c712a7,Jamie Lee,jamie.lee@sample.dev,self-serve,2023-05-04,0,0,0
87bcabae83a8,Jamie Brown,jamie.brown@demo.org,enterprise,2023-04-03,21.7,92,0
5b99c8c575a1,Rowan Nguyen,rowan.nguyen@sample.dev,self-serve,2023-12-02,4.9,17,0
784afc285a9f,Quinn Nguyen,quinn.nguyen@sample.dev,smb,2023-09-24,8.5,19,0
b6b075acc3ee,Quinn Chen,quinn.chen@example.com,self-serve,2024-04-18,5.9,15,1
c91cdfa9bcfc,Riley Kim,riley.kim@demo.org,self-serve,2024-02-15,1.0,15,0
8bb816cdff99,Rowan Brown,rowan.brown@sample.dev,enterprise,2023-03-18,20.7,80,0
66d37bc64084,Taylor Patel,taylor.patel@demo.org,enterprise,2023-12-06,23.4,96,1
51b29b208dd3,Alex Martin,alex.martin@example.com,self-serve,2024-01-27,2.5,0,0
f4a6d5ca5fbc,Casey Brown,casey.brown@sample.dev,self-serve,2023-06-02,5.7,8,0
9fa08636a635,Jamie Martin,jamie.martin@example.com,enterprise,2024-05-05,21.5,83,0
8b668a4ae20f,Quinn Garcia,quinn.garcia@sample.dev,smb,2024-07-10,9.7,0,0
25a1333e62bb,Jamie Chen,jamie.chen@example.com,smb,2023-12-19,10.0,18,0
2e2caca60092,Avery Lopez,avery.lopez@sample.dev,smb,2023-01-31,10.8,14,1
49f0a0ded7e0,Quinn Lopez,quinn.lopez@sample.dev,smb,2023-08-27,8.9,24,0
b1e0ec1ed23c,Quinn Nguyen,quinn.nguyen@example.com,smb,2023-08-13,2.9,11,0
d1f8d7796a63,Taylor Garcia,taylor.garcia@demo.org,smb,2024-01-03,8.4,23,0
8df863d0bab8,Rowan Kim,rowan.kim@demo.org,smb,2023-07-12,9.9,9,0
2ad15b1180ed,Casey Kim,casey.kim@sample.dev,self-serve,2023-04-03,5.5,9,1
75ec555609d4,Avery Lopez,avery.lopez@sample.dev,enterprise,2023-07-26,20.6,71,0
462b3f6d6728,Avery Nguyen,avery.nguyen@example.com,self-serve,2023-05-26,3.6,0,0
f989becf9b9e,Morgan Martin,morgan.martin@sample.dev,smb,2023-12-11,7.7,30,0
5b4ae89b7d3a,Jamie Lopez,jamie.lopez@example.com,self-serve,2024-07-29,1.4,0,0
da9e5bb152b0,Rowan Kim,rowan.kim@demo.org,self-serve,2023-10-29,5.3,16,0
a1bca291728d,Alex Davis,alex.davis@demo.org,self-serve,2024-09-08,1.5,21,0
ed926c4977b8,Rowan Patel,rowan.patel@sample.dev,enterprise,2023-05-25,19.6,83,0
5a47a685ad5a,Taylor Patel,taylor.patel@example.com,smb,2023-12-10,6.5,27,0
8145ba72f16d,Morgan Brown,morgan.brown@example.com,smb,2023-01-02,10.1,28,0
7c50130816aa,Alex Lee,alex.lee@demo.org,enterprise,2023-12-26,19.1,78,0
66ebf90ba9c3,Riley Kim,riley.kim@example.com,self-serve,2023-02-04,2.5,13,0
12fb71d26bff,Morgan Kim,morgan.kim@example.com,enterprise,2023-06-14,19.7,67,0
13914416f9d2,Morgan Davis,morgan.davis@demo.org,enterprise,2024-05-09,19.4,69,0
e573ed6f2e19,Alex Kim,alex.kim@demo.org,self-serve,2023-12-06,3.4,11,0
d71f0ba833df,Quinn Brown,quinn.brown@sample.dev,smb,2023-11-01,8.0,28,0
44e1e29a2dbe,Taylor Nguyen,taylor.nguyen@sample.dev,self-serve,2024-03-13,6.2,14,0
72f430c32864,Riley Patel,riley.patel@example.com,self-serve,2023-06-24,0,0,0
2ab430952342,Casey Martin,casey.martin@sample.dev,self-serve,2023-09-29,5.1,11,0
daa14e54b7c2,Morgan Kim,morgan.kim@demo.org,self-serve,2023-09-27,1.5,7,0
b1a095f50457,Avery Kim,avery.kim@demo.org,smb,2023-04-10,9.6,29,0
89c2ec48720d,Riley Chen,riley.chen@sample.dev,self-serve,2024-02-01,3.9,0,0
769f73dbe147,Rowan Garcia,rowan.garcia@demo.org,self-serve,2023-03-22,0,17,1
bbd49271bd24,Quinn Davis,quinn.davis@example.com,smb,2024-09-27,10.9,44,0
5d9bb752316a,Riley Garcia,riley.garcia@demo.org,self-serve,2024-03-09,5.7,12,0
f0566749b9bc,Taylor Davis,taylor.davis@sample.dev,self-serve,2023-03-10,5.2,11,0
f3ba0916e0a5,Quinn Lee,quinn.lee@sample.dev,enterprise,2023-01-13,20.6,66,0
4ee10950fb9a,Jordan Martin,jordan.martin@example.com,self-serve,2024-08-03,0.1,0,0
088e82dc2253,Rowan Patel,rowan.patel@demo.org,smb,2024-07-02,11.0,10,0
30162e6df3e4,Jamie Davis,jamie.davis@demo.org,smb,2023-02-08,9.0,33,0
766cfdb98011,Alex Nguyen,alex.nguyen@sample.dev,self-serve,2023-12-06,2.8,2,0
7fd9d16f5ccd,Morgan Nguyen,morgan.nguyen@demo.org,self-serve,2023-11-07,1.6,22,0
e2cfc6574bc8,Jordan Garcia,jordan.garcia@demo.org,self-serve,2024-03-29,3.3,0,0
24311518043e,Jordan Garcia,jordan.garcia@example.com,self-serve,2024-02-21,2.8,0,0
ec796c1961e5,Quinn Kim,quinn.kim@demo.org,self-serve,2024-06-02,0.1,14,0
aa64827d7c01,Avery Kim,avery.kim@sample.dev,self-serve,2023-07-25,3.8,0,0
0f7182300ad6,Riley Brown,riley.brown@example.com,self-serve,2024-04-20,0.2,4,1
8f0e66506a7a,Riley Lopez,riley.lopez@sample.dev,self-serve,2024-04-01,4.8,23,0
becbe94ca86d,Morgan Kim,morgan.kim@sample.dev,smb,2023-09-22,8.0,9,0
f01365f54f5d,Avery Kim,avery.kim@sample.dev,enterprise,2023-08-08,21.8,68,0
244690dd6766,Alex Chen,alex.chen@example.com,self-serve,2023-01-10,1.9,5,1
bca6285efd6a,Riley Brown,riley.brown@sample.dev,smb,2023-11-09,7.3,9,0
bfe084d2c30a,Morgan Lee,morgan.lee@demo.org,self-serve,2024-04-22,2.2,16,0
e3a94b11d24a,Jordan Nguyen,jordan.nguyen@demo.org,smb,2024-01-19,5.5,19,0
3a1d5c8dc8c6,Jordan Lee,jordan.lee@demo.org,self-serve,2023-10-11,0.5,0,0
4920f388e28e,Casey Garcia,casey.garcia@demo.org,self-serve,2023-09-04,5.9,0,0
a255bcdc72b0,Alex Lopez,alex.lopez@sample.dev,smb,2023-01-27,4.1,0,0
dc848b01650f,Alex Martin,alex.martin@demo.org,smb,2024-08-20,7.3,12,0
683eb73d4886,Riley Chen,riley.chen@example.com,smb,2024-05-02,10.5,16,0
65032fc77e20,Quinn Kim,quinn.kim@example.com,self-serve,2024-04-27,4.1,10,0
ed995ad8e11d,Morgan Patel,morgan.patel@sample.dev,self-serve,2023-08-17,2.9,0,0
54cf821b2906,Morgan Brown,morgan.brown@demo.org,smb,2024-04-19,9.3,15,0
19fb82a3f7f1,Rowan Davis,rowan.davis@sample.dev,self-serve,2023-07-19,0,4,0
e5c12a914eac,Alex Nguyen,alex.nguyen@demo.org,enterprise,2023-06-04,20.9,85,0
833fd4d37419,Jamie Kim,jamie.kim@example.com,self-serve,2023-07-04,3.4,0,0
69101a7f3756,Morgan Nguyen,morgan.nguyen@example.com,self-serve,2023-10-08,3.9,21,0
397a255050d9,Jamie Patel,jamie.patel@sample.dev,self-serve,2024-03-20,1.6,0,0
e53987bd1e9a,Avery Nguyen,avery.nguyen@demo.org,smb,2024-01-18,12.0,18,0
ed23e20ba5bd,Riley Nguyen,riley.nguyen@example.com,smb,2023-09-12,8.6,45,0
b37fa7681900,Alex Chen,alex.chen@sample.dev,smb,2023-06-21,8.6,26,0
01062f62fd28,Quinn Davis,quinn.davis@sample.dev,smb,2024-03-20,13.0,3,0
69355302c575,Morgan Garcia,morgan.garcia@example.com,self-serve,2024-02-18,4.4,5,0
5cd98760ad6a,Avery Davis,avery.davis@demo.org,smb,2023-05-07,6.1,35,1
2951044aff59,Casey Chen,casey.chen@example.com,smb,2024-08-31,10.9,24,0
6debad89a159,Avery Patel,avery.patel@example.com,self-serve,2024-01-25,4.1,10,0
801e62a5c77d,Avery Brown,avery.brown@example.com,self-serve,2023-04-14,2.2,0,0
3e5467bfa345,Alex Patel,alex.patel@example.com,smb,2024-09-24,8.7,28,0
fa84c50d573e,Rowan Garcia,rowan.garcia@example.com,smb,2024-06-19,9.9,23,0
07cb89bb89e9,Avery Chen,avery.chen@example.com,self-serve,2023-08-01,2.1,0,0
cbf874e3bada,Jordan Patel,jordan.patel@demo.org,smb,2024-05-20,8.5,28,0
87b61b63fb80,Jordan Brown,jordan.brown@example.com,smb,2024-04-12,9.7,24,0
8436f449722e,Taylor Nguyen,taylor.nguyen@example.com,enterprise,2024-01-04,20.6,71,0
6974a2ea414e,Avery Nguyen,avery.nguyen@sample.dev,enterprise,2023-06-24,18.0,98,0
5378cd9bde30,Jordan Lopez,jordan.lopez@sample.dev,smb,2023-07-07,9.5,31,0
d828b68a81bb,Jamie Martin,jamie.martin@example.com,smb,2023-06-20,10.3,35,1
df53f8aa8c03,Jordan Martin,jordan.martin@sample.dev,enterprise,2024-05-09,21.0,65,0
d97159fb7e08,Morgan Davis,morgan.davis@sample.dev,self-serve,2023-05-14,0.7,6,0
401a35494484,Avery Patel,avery.patel@demo.org,self-serve,2023-11-18,7.0,6,0
d8ba0375db4e,Rowan Davis,rowan.davis@sample.dev,self-serve,2023-12-13,0,3,0
75b82dcc1882,Riley Lee,riley.lee@demo.org,self-serve,2024-01-30,5.2,20,0
4773740d95d4,Avery Nguyen,avery.nguyen@example.com,smb,2023-06-10,5.8,24,0
b5154de2005f,Jordan Lee,jordan.lee@demo.org,self-serve,2023-12-05,3.6,4,0
c81d643d2de3,Alex Martin,alex.martin@sample.dev,smb,2023-03-22,4.5,29,0
622e1aeb9c76,Jamie Lopez,jamie.lopez@example.com,self-serve,2024-05-24,3.0,3,0
e83aaf244ec5,Quinn Chen,quinn.chen@demo.org,self-serve,2023-04-04,4.3,0,0
6fab4e25c6b5,Quinn Garcia,quinn.garcia@example.com,smb,2024-04-12,9.8,22,1
c84e334510b1,Jamie Lopez,jamie.lopez@sample.dev,smb,2024-09-26,5.4,15,0
b9fd6cebece6,Jordan Patel,jordan.patel@sample.dev,smb,2023-08-16,9.9,25,0
8f3201a54d9c,Quinn Chen,quinn.chen@demo.org,self-serve,2023-04-19,4.1,6,1
f27734c1290f,Alex Patel,alex.patel@sample.dev,self-serve,2023-07-20,4.8,26,0
5065aefd1f11,Riley Lopez,riley.lopez@example.com,self-serve,2024-02-29,5.7,9,0
ab74fd1491a4,Jamie Lee,jamie.lee@example.com,smb,2024-05-31,9.6,33,0
518b468d9bef,Quinn Martin,quinn.martin@demo.org,smb,2024-05-09,11.1,17,0
c4d512c9c797,Rowan Kim,rowan.kim@sample.dev,smb,2023-05-12,10.3,33,0
7edb98258e5b,Quinn Martin,quinn.martin@sample.dev,self-serve,2024-09-15,5.9,0,0
4695d458d3fe,Casey Lee,casey.lee@sample.dev,smb,2023-05-22,5.4,33,0
e370d368eae4,Quinn Lopez,quinn.lopez@sample.dev,smb,2024-07-20,7.1,20,0
eff02b894f7c,Morgan Kim,morgan.kim@example.com,enterprise,2023-07-02,16.9,79,0
59e986e0042e,Morgan Chen,morgan.chen@demo.org,self-serve,2024-08-07,5.9,0,0
059ac75d75a5,Casey Martin,casey.martin@example.com,smb,2024-06-19,9.5,31,1
ccd1581d7ce4,Riley Brown,riley.brown@example.com,smb,2023-06-14,11.0,23,0
9af435fdcffd,Casey Garcia,casey.garcia@demo.org,smb,2023-02-03,6.6,33,0
54b26f2c3a73,Quinn Garcia,quinn.garcia@demo.org,smb,2024-07-28,6.2,32,0
b29e85344b56,Casey Nguyen,casey.nguyen@demo.org,enterprise,2024-02-01,16.9,88,0
9d074fa56955,Avery Nguyen,avery.nguyen@example.com,smb,2023-07-27,5.5,13,0
7b0bf80e822d,Morgan Davis,morgan.davis@sample.dev,smb,2024-09-09,9.1,40,0
fa9359277864,Taylor Patel,taylor.patel@sample.dev,self-serve,2023-06-27,2.9,0,1
066e63dfb4a7,Quinn Brown,quinn.brown@example.com,self-serve,2024-08-21,3.1,4,0
03149bd8f3b0,Avery Kim,avery.kim@demo.org,enterprise,2024-09-03,24.4,87,0
800fb6ef9b0b,Casey Lee,casey.lee@example.com,smb,2024-07-17,5.8,38,0
b81f0d71fff1,Taylor Chen,taylor.chen@sample.dev,self-serve,2024-06-01,4.3,15,0
51a95eb857d0,Riley Garcia,riley.garcia@demo.org,smb,2023-12-06,7.1,30,0
0ed1ec4b8b8a,Jamie Chen,jamie.chen@demo.org,smb,2023-01-10,9.4,31,0
46b9da729cba,Rowan Davis,rowan.davis@example.com,self-serve,2023-02-10,2.3,0,0
2864ebd30a07,Alex Brown,alex.brown@demo.org,smb,2023-10-17,10.4,26,0
da7612b0321f,Quinn Lee,quinn.lee@example.com,self-serve,2023-10-31,4.0,1,0
921e7b3b1bee,Taylor Chen,taylor.chen@demo.org,smb,2023-03-09,8.7,38,0
73c45dae36ce,Alex Patel,alex.patel@example.com,self-serve,2024-03-21,0.1,0,0
4a7328edb21a,Avery Lee,avery.lee@demo.org,smb,2023-02-08,8.6,26,0
99e9790e474f,Jordan Davis,jordan.davis@sample.dev,smb,2023-09-22,6.2,31,0
8ee380eebd86,Avery Martin,avery.martin@demo.org,smb,2024-07-01,11.2,25,1
6bd82538a25c,Rowan Nguyen,rowan.nguyen@demo.org,smb,2023-03-16,6.5,34,0
a34a01eadfed,Casey Davis,casey.davis@example.com,self-serve,2024-03-24,0.3,17,1
b7032d7cbd84,Quinn Garcia,quinn.garcia@demo.org,self-serve,2024-02-05,4.1,0,0
b01b730f2dc0,Taylor Brown,taylor.brown@example.com,smb,2024-01-18,8.3,24,0
3524fd691ec0,Jordan Nguyen,jordan.nguyen@example.com,self-serve,2024-09-02,1.0,12,1
e3fa16695d98,Morgan Garcia,morgan.garcia@sample.dev,self-serve,2024-06-08,3.8,9,0
d191147c8ce3,Riley Patel,riley.patel@demo.org,self-serve,2024-08-03,5.3,0,0
0ede3a43d6a3,Jamie Chen,jamie.chen@sample.dev,self-serve,2023-03-10,3.0,11,0
e1037bde8225,Morgan Kim,morgan.kim@sample.dev,smb,2023-08-29,10.2,33,0
56c7cd19d880,Jamie Lee,jamie.lee@sample.dev,self-serve,2023-11-10,2.6,0,0
7876032d4fd5,Alex Kim,alex.kim@sample.dev,self-serve,2023-09-10,3.7,0,0
9982904e2824,Morgan Kim,morgan.kim@sample.dev,smb,2023-12-06,9.6,17,0
23838fcd2cc4,Jamie Chen,jamie.chen@demo.org,self-serve,2024-09-13,4.4,8,0
7f3314f98b0e,Riley Brown,riley.brown@demo.org,smb,2023-03-20,7.4,4,0
989c09ee6abd,Avery Davis,avery.davis@demo.org,smb,2024-08-27,8.1,27,0
33e6782b0453,Jamie Kim,jamie.kim@example.com,self-serve,2023-08-17,5.1,0,0
ade7b48d1263,Jamie Chen,jamie.chen@demo.org,smb,2024-02-11,7.8,26,0
39619c1678c2,Taylor Chen,taylor.chen@example.com,self-serve,2023-06-13,5.1,26,0
489d7d674943,Jamie Lopez,jamie.lopez@demo.org,self-serve,2024-05-14,3.2,12,0
010d903e612c,Riley Chen,riley.chen@example.com,enterprise,2024-01-05,16.6,94,0
656611d8a3b2,Morgan Patel,morgan.patel@demo.org,smb,2024-06-17,6.9,19,0
1dab97622775,Quinn Davis,quinn.davis@demo.org,self-serve,2024-01-23,1.1,15,0
77ae9e2f1016,Casey Martin,casey.martin@sample.dev,enterprise,2023-08-17,18.1,79,0
cd333d43cbec,Jamie Davis,jamie.davis@sample.dev,self-serve,2023-05-23,1.7,7,0
6cf6430bdc75,Riley Kim,riley.kim@sample.dev,self-serve,2024-01-06,0.0,0,0
c3b1b79d30e5,Morgan Patel,morgan.patel@sample.dev,self-serve,2024-05-05,0.3,6,0
1940a3291a44,Avery Garcia,avery.garcia@demo.org,self-serve,2024-08-10,2.1,2,0
bc9392b4fa53,Taylor Nguyen,taylor.nguyen@demo.org,self-serve,2023-07-04,1.0,3,0
ab527553c3d0,Avery Brown,avery.brown@example.com,enterprise,2023-08-10,14.0,89,0
47085b655404,Riley Martin,riley.martin@sample.dev,smb,2024-08-19,8.5,19,0
6f91cb7415f0,Taylor Lopez,taylor.lopez@example.com,enterprise,2024-09-02,18.8,76,0
bc1dc8ccebd1,Avery Garcia,avery.garcia@example.com,smb,2024-05-31,6.5,7,0
3b318733d12f,Jamie Davis,jamie.davis@example.com,smb,2024-06-28,7.0,24,0
dffbc35c4201,Rowan Chen,rowan.chen@demo.org,smb,2024-03-17,6.1,23,1
89e72aa5f2f6,Alex Garcia,alex.garcia@demo.org,enterprise,2024-05-08,20.5,70,0
206a5ea4253d,Rowan Patel,rowan.patel@sample.dev,self-serve,2023-09-18,1.6,6,0
dafadda3f3dc,Rowan Chen,rowan.chen@demo.org,self-serve,2023-07-13,6.3,5,1
a9732984f598,Jordan Chen,jordan.chen@example.com,self-serve,2023-07-30,2.3,0,0
edc1b32082aa,Alex Davis,alex.davis@demo.org,self-serve,2024-07-02,1.3,9,0
8402e146653a,Alex Garcia,alex.garcia@sample.dev,self-serve,2024-07-24,1.1,6,0
3e050d84a71e,Casey Davis,casey.davis@demo.org,self-serve,2024-02-12,2.6,0,0
6bdc6549a84e,Riley Lee,riley.lee@demo.org,smb,2023-06-15,9.9,32,0
38cc8b7a11c6,Rowan Nguyen,rowan.nguyen@demo.org,self-serve,2023-01-06,4.2,0,0
